66156,a71acdd0-32a2-40e4-8319-73d63b948011,2020-06-15 15:51:06,0
66219,7124ef09-8b62-47f4-8370-2688385337b0,2021-02-06 13:40:27,72
66221,85dca345-e86b-41b9-b0d8-b38b762da185,2021-07-26 11:06:08,59
66212,84c28086-5790-4c55-89b8-256f067c50b0,2020-11-11 09:03:06,29
66206,01934afa-892c-4cf4-b873-c87a2786c4e7,2021-09-01 18:34:07,93
66217,3b8e5be2-b466-44e5-b512-3472cd8a5abe,2020-09-27 00:05:36,4
66202,2300824c-6615-48a1-9041-09149723898a,2021-01-26 16:23:10,81
66171,c18a64ee-9ce3-4b31-a7e1-b891fdcd794b,2021-05-13 00:34:06,77
66149,3f5a2252-53bb-4fe2-a249-a9378971dd8e,2021-04-21 00:02:39,27
66138,0908f9c0-cbb6-4b2b-8c31-a492c298c843,2021-10-18 07:38:08,52
66204,f86f24ef-4626-47be-b91d-eb979c91d552,2021-10-20 13:52:53,33
66140,eac03458-1365-4c7d-b990-f8e523f45d4c,2020-11-01 08:40:25,84
66164,857c31f5-4538-40ff-a5f8-380e00ae4eea,2020-01-29 10:53:37,67
66207,28e4476b-b042-4c0f-8f5b-d240ab1a2a8a,2021-07-31 22:16:20,72
66165,5aba4fee-690d-4f6b-a9d6-61ab006d5228,2020-11-09 21:01:56,96
66142,e20b9eb3-a87f-46f9-bb18-55da93334ca8,2021-05-20 14:26:41,51
66200,ea95b4a3-4c84-4bb4-a1d0-5cb6971eb9a9,2020-05-25 22:59:25,93
66224,15d0787a-8ea9-4d55-8b8e-aa1907b71b5b,2020-06-05 09:27:40,86
66154,efb1caaf-58d8-4474-8a66-49cc723e6920,2021-10-28 10:55:56,60
66127,8bec7c7f-3385-40ad-aab2-0727ee5e753f,2020-03-02 18:10:30,69
66227,56182e3c-d641-4df1-946e-a9e7a2745c7f,2021-08-01 16:40:30,97
66207,46bcbab3-97d5-4bf3-812d-d95c423a63b1,2021-02-20 13:13:13,68
66136,e3c35d41-31ab-4db8-9e1f-3c6904bd09a2,2020-10-21 13:16:24,37
66212,f4cfb7cd-a4a7-45c3-9186-2993db9f2e3a,2021-02-20 22:18:45,27
66236,d0574aa4-11d2-4e4b-83c2-da3040347809,2021-10-30 22:15:23,85
66147,d3c41286-99fd-409a-8035-cc59e5ce9fb4,2020-04-21 21:34:05,87
66207,7db90e37-2179-4d1b-9bca-faa772645824,2021-09-04 20:43:45,35
66215,5f76b0fa-1b3c-4a03-bc75-56b5d457593f,2021-06-09 20:02:48,77
66180,30739a63-ad1a-4141-a90d-447305006527,2020-11-17 20:38:24,19
66146,c03499ed-5673-4a06-bd2c-4865035b37c6,2020-06-19 05:39:43,83
66178,147e1c36-6528-4675-913d-910d633695a3,2020-03-27 07:58:00,32
66152,b0a61df2-94ce-48d1-bc07-b26ed47c6eda,2020-06-04 11:58:32,82
66233,6f8cb607-6662-4253-8276-69f470ad6793,2021-05-25 23:52:31,27
66224,a6a1b292-6af3-4999-b914-32f362dfe636,2021-02-25 06:26:46,20
66174,ff131730-b9ec-47c6-b753-c7ebd14d97e2,2020-06-17 21:58:21,11
66132,7f334258-6181-41a2-8e3c-dcf22f15f9db,2021-06-03 06:20:14,87
66175,8513455f-219f-469d-b6ed-c317e6a5b25a,2020-12-14 20:49:47,83
66208,91c28132-6078-4085-ab4f-1cf467e5b940,2020-05-22 01:18:43,95
66196,384207d6-7b55-4789-aaa0-0bef2beb1977,2020-01-09 21:13:49,39
